,ID,D_PM25_2,lon,lat
35,060014012002,-551.6956606481878,-122.25784439698118,37.82972736137693
36,060014012003,-378.3057112376063,-122.25980122096456,37.82578824935334
37,060014013001,2560.5228732054534,-122.26538602838428,37.820885541218395
38,060014013002,4196.626664556395,-122.26990891143095,37.81518592430301
39,060014013003,1240.997927502776,-122.26648426687537,37.81510657680885
40,060014014001,5221.656605389204,-122.27303875693995,37.82410724897719
41,060014014002,6067.182904399373,-122.27396262314552,37.821521202837914
42,060014014003,4251.143604693789,-122.27312620445277,37.81669140829027
43,060014015001,3295.4087786818172,-122.28024010184103,37.82523917872847
44,060014015002,-265.56109407487065,-122.2806929685875,37.82270349790581
45,060014015003,1731.2630090105174,-122.28100212287323,37.82089482949616
46,060014016001,2215.3640004873187,-122.28168040403855,37.81843355304982
47,060014016002,2950.4370453120996,-122.28123185203644,37.81586556076453
48,060014017001,265.73515273405525,-122.28843106391965,37.82440920811438
49,060014017002,2891.470053712802,-122.29758570853396,37.813732389554474
50,060014017003,299.844092582886,-122.31753231456749,37.82087951819677
51,060014018001,995.4954185011879,-122.297120933389,37.81088939430594
52,060014018002,2977.574630681553,-122.29948216256037,37.80805913575333
53,060014022001,3506.0116060334362,-122.2931191303663,37.8110333498914
54,060014022002,3785.0095038964705,-122.29498180061039,37.80691166174544
55,060014022003,193.49013835162185,-122.29795841321209,37.80433342358323
56,060014024001,3847.721686123715,-122.28265537135582,37.81272185397061
57,060014024002,3445.3138356074323,-122.28196216136432,37.81015547806568
58,060014025001,3265.1053815134455,-122.28445695853948,37.80666110812698
59,060014025002,5125.442947657081,-122.28566424749744,37.8033406847468
60,060014026001,5516.907339760339,-122.27996831143666,37.8042750532326
61,060014027001,1273.1395357521028,-122.27563621231899,37.80996319490292
62,060014027002,2832.310352773521,-122.27849035788692,37.81085852181101
63,060014028001,5053.817234331898,-122.2739235567883,37.80744537895095
64,060014028002,6034.77116517771,-122.27080467308832,37.80909856293799
65,060014029001,4799.132822948078,-122.26679779083598,37.807177073819
66,060014030001,6300.965131375458,-122.27170019762758,37.80142526306187
67,060014030002,7096.381243117265,-122.27005661561938,37.799736346179365
68,060014031001,5060.173667157716,-122.27551436573653,37.80227907915242
69,060014033001,583.8413338776691,-122.26640532200456,37.79368471989175
70,060014033002,10965.946006312135,-122.26683615427099,37.798325021300315
71,060014034001,-2375.333709807708,-122.25814369739832,37.80493138014177
72,060014034002,1956.7788457395802,-122.26508623684607,37.80205986719825
73,060014034003,1843.3387312747475,-122.26267284179781,37.802653178869576
74,060014034004,2357.3024763291537,-122.26384426615766,37.80311838955524
75,060014035011,7473.960096619124,-122.26271450802719,37.814259537865524
76,060014035012,1465.7188090802392,-122.25882568334715,37.81919384333057
77,060014035013,1432.9956131120757,-122.25700533840775,37.82219578444174
78,060014035021,175.39393851631692,-122.25889038586094,37.814365958443084
79,060014035022,1157.5299951930344,-122.25556590979386,37.817113320181555
80,060014036001,4281.672122231563,-122.25141651464193,37.81391000223915
81,060014036002,1930.3102130419504,-122.25418759731947,37.814334455978674
82,060014036003,103.87227432725763,-122.25513549637999,37.81249407060018
83,060014037011,290.6893079101152,-122.25946551958738,37.81204146635582
84,060014037012,-407.6302624780153,-122.25802267700735,37.810531903104696
85,060014037021,380.84031771759334,-122.25013676076888,37.80984601998451
86,060014037022,-411.92608082666817,-122.2544317867302,37.80909770545524
87,060014038001,-412.92673769353814,-122.2363772225029,37.81579739648362
88,060014038002,-1546.6713702680954,-122.24183861212187,37.81374718602325
89,060014038003,-656.7388083419934,-122.24575910098166,37.81178426425968
90,060014038004,-3066.4351614775346,-122.24305082932693,37.81642075375042
91,060014039001,257.93499577354663,-122.248440386369,37.81960688278289
92,060014039002,-1421.0730333927938,-122.24738280750122,37.816531232688185
93,060014039003,917.4186078275844,-122.24994924988168,37.81563137573679
94,060014040001,-587.2588387663409,-122.25146363665793,37.8213980810926
95,060014040002,-1636.058222831345,-122.25489845473717,37.82437816868083
96,060014041011,-2439.6002505349798,-122.24744303057338,37.83015460887029
97,060014041012,-1655.5334506414003,-122.25262916025686,37.83003330787598
98,060014041021,-2150.971665422504,-122.24987554340169,37.825663478443516
99,060014041022,4.176740213842204,-122.25322292360673,37.82667332203295
100,060014042001,-2060.892301153821,-122.22805387882704,37.83992313437772
101,060014042002,-3220.685440917279,-122.2283970204541,37.83784706007063
102,060014042003,-451.6616861152104,-122.23727077215365,37.834889858079706
103,060014043001,-2195.5830190833326,-122.2350278503446,37.847706263555565
104,060014043002,-1876.0775782372868,-122.24115088396748,37.844712873286554
105,060014043003,-2157.588120473277,-122.24263179558233,37.84120342082564
106,060014044001,-3653.357791582965,-122.21912730689495,37.84921029730091
107,060014044002,-1724.4144446831417,-122.21706552608337,37.837295427840516
108,060014044003,-3397.658242872448,-122.20769359573478,37.845130142795895
109,060014045011,-3297.1790101249185,-122.21576495751628,37.8263121166103
110,060014045021,-1766.876496151261,-122.2037931340633,37.840557111511544
111,060014045022,-3076.6432466833944,-122.20667566874333,37.83535209859876
112,060014045023,-4161.016407287303,-122.19450842676243,37.83687928569107
113,060014045024,-4908.748756925592,-122.20557373931499,37.82942401598077
114,060014046001,-1675.2676478123026,-122.19385085653362,37.82994904636353
115,060014046002,-1039.5091906881212,-122.19031975180873,37.8294010424236
116,060014046003,-1423.9891219509536,-122.19229481135365,37.823502935580386
117,060014046004,-3603.478457573005,-122.19058265788887,37.8159630757951
118,060014047001,-1864.695575916899,-122.20899111837747,37.81460222956392
119,060014047002,-2747.6520013468585,-122.20497664431265,37.812064326524734
120,060014048001,899.4519440470328,-122.21210126916306,37.80368487859181
121,060014048002,-507.19586697365185,-122.2139422377296,37.80672140646232
122,060014049001,-1415.4137221216135,-122.21720381673734,37.807853675581654
123,060014049002,587.9451921380295,-122.21916027495628,37.801861419055875
124,060014049003,-402.7918323869269,-122.22524809458699,37.80179524047033
125,060014049004,-2631.5954797258173,-122.22390432283025,37.80481547580751
126,060014050001,-1078.3571764357202,-122.219185614212,37.81049208606713
127,060014050002,-1202.732554446845,-122.22362899279699,37.809352365503855
128,060014050003,-1899.2981288359986,-122.23404333544389,37.8066014942212
129,060014051001,-2414.2703528806223,-122.22613838396914,37.8111049938368
130,060014051002,-676.5299261003098,-122.23187888991295,37.80976274841589
131,060014051003,-1380.8422000919893,-122.2378373618519,37.809792766129576
132,060014051004,-680.9651408041015,-122.23746482029689,37.8130627447747
133,060014051005,-1710.070098318889,-122.2308768534348,37.81364928024961
134,060014052001,2812.7345437790987,-122.23917208126618,37.80475194150302
135,060014052002,2245.8422018653923,-122.24651580925381,37.80287663976075
136,060014052003,1078.7333353582158,-122.24472461528333,37.80604221521412
137,060014052004,-235.26549382064724,-122.24720305613401,37.80757166405306
138,060014053011,83.55657055058273,-122.25071301168055,37.80258888394897
139,060014053012,473.7582678819663,-122.25267035673808,37.80107250617509
140,060014053021,1841.6191366215537,-122.25555660139158,37.79908611602521
141,060014053022,3077.5972015494945,-122.25285706806801,37.79782674702686
142,060014054011,3192.449397592974,-122.24804595384133,37.797998691378595
143,060014054012,4716.759204594336,-122.24945067434518,37.7962850339927
144,060014054013,3779.9136688974318,-122.25129481121988,37.79496454421519
145,060014054021,8457.875214561498,-122.24702371586004,37.79268942797526
146,060014054022,4035.8455784534826,-122.24426957437241,37.794649208026534
147,060014055001,3074.9876990188245,-122.2406702899452,37.79588072075831
148,060014055002,2333.8028649561697,-122.24233584914766,37.797347592223126
149,060014055003,1674.7589455382767,-122.24398928787353,37.798825904300664
150,060014055004,-239.39497268259686,-122.24553361567392,37.80047056133605
151,060014056001,3310.170596511776,-122.23434059695896,37.802496836483456
152,060014056002,1267.8401948975384,-122.23716600498028,37.799500006149785
153,060014056003,1560.8811100014343,-122.2401204132273,37.801022990059764
154,060014057001,4560.155471766484,-122.22928539652327,37.800083707854576
155,060014057002,4847.227974219994,-122.22747295048286,37.79630839124788
156,060014057003,1993.4869375925382,-122.23170856706867,37.797658702958536
157,060014058001,4410.03755626908,-122.23007574962867,37.79209924318929
158,060014058002,3341.906839952521,-122.23263746833793,37.793463365757
159,060014058003,5479.3422186425605,-122.23468407226171,37.79483733535116
160,060014058004,3611.421029882383,-122.23652714203143,37.79638241892905
161,060014059011,9696.9969897029,-122.23763600844842,37.78576947337548
162,060014059012,7044.133955417813,-122.23428292622397,37.78950954832072
163,060014059013,5741.836869490377,-122.23603399777555,37.78740248517418
164,060014059021,6428.620668621511,-122.23900069755105,37.79260574448943
165,060014059022,5157.663627090402,-122.24233326685675,37.789797716750606
166,060014060001,1771.4906042150897,-122.24908719055168,37.78476901518303
167,060014060002,2232.231937781925,-122.2551536468061,37.79275971707668
168,060014060003,7912.448995014901,-122.25578933072417,37.79525732169555
169,060014061001,4517.133149629439,-122.22480063745347,37.77494260286078
170,060014061002,1214.568877507647,-122.22428913389517,37.770121780620606
171,060014061003,2650.3567920602827,-122.23248902171537,37.77247697810075
172,060014061004,9141.392442458173,-122.23400088905805,37.77925535416855
173,060014062011,4584.8906954260065,-122.22884753844632,37.786958195900034
174,060014062012,4422.154971873154,-122.23146148808755,37.785764869599156
175,060014062013,10130.566534494787,-122.23034656422874,37.78416180483152
176,060014062014,1895.4180822795088,-122.23292262436983,37.782888100224
177,060014062021,3809.700038035578,-122.22785943111228,37.783259028865494
178,060014062022,7394.9883253479975,-122.22803536457522,37.78003191248464
179,060014062023,9463.054024711706,-122.22514087791197,37.78290857188029
180,060014063001,2723.6111022937475,-122.22216840106316,37.787950008713096
181,060014063002,6610.054453379763,-122.22487429232329,37.78831280280693
182,060014063003,2606.716064110948,-122.22539880622583,37.79074703007636
183,060014063004,2927.2779361576563,-122.22810320208603,37.790485253072006
184,060014064001,12.840660385134031,-122.21924999109032,37.794902582892355
185,060014064002,5412.0084579476625,-122.2227564921624,37.795785324220034
186,060014065001,6676.152425441516,-122.21582834432944,37.790864288404414
187,060014065002,3600.5322468503596,-122.21307051501395,37.78777693124315
188,060014065003,7664.79653229987,-122.21879933182886,37.78523223754299
189,060014065004,7311.03228022228,-122.21869505601722,37.78866023072712
190,060014066011,2320.40286439676,-122.20788253230722,37.7911991000959
191,060014066012,6819.199733037031,-122.21110420293721,37.79219225593117
192,060014066013,4595.386691498206,-122.20812435760017,37.79604112627017
193,060014066014,1375.8018298031147,-122.2042617677215,37.79380726796931
194,060014066021,2603.8951936276453,-122.21380981320978,37.797535926613875
195,060014066022,7287.987315495034,-122.21545977050727,37.7941340092087
196,060014067001,-2437.301917960415,-122.19852016266982,37.805449342584346
197,060014067002,-782.6979818800536,-122.2007526902492,37.79956301681715
198,060014067003,3203.6511599504543,-122.20736456547499,37.799865265927004
199,060014067004,491.01566630541214,-122.20408927553146,37.80316094243393
200,060014067005,-267.307350789681,-122.20746386771299,37.80437892744664
201,060014068001,-1137.9585269421805,-122.19089672818808,37.801698367392895
202,060014068002,212.9983619160652,-122.19410355545767,37.79842295635226
203,060014068003,-421.02227725513836,-122.19643756411075,37.79407597975676
204,060014068004,1838.6319230958784,-122.19932591502985,37.79665141563835
205,060014069001,-1455.1136964221055,-122.18856947607082,37.797280712929044
206,060014069002,-852.7614312407981,-122.18893174181424,37.792966305329934
207,060014069003,4046.4488586341145,-122.19434919844001,37.79035628632406
208,060014070001,2280.6623581712574,-122.19927947157632,37.79031218464633
209,060014070002,1708.1955962884238,-122.19998034759199,37.786768955999634
210,060014070003,2818.1056020815877,-122.20405049785319,37.78485775245639
211,060014070004,5746.701002293932,-122.2071055619161,37.787679648084485
212,060014070005,6190.470933411787,-122.20344975821398,37.78958654760536
213,060014071011,10240.385801536275,-122.21589691624165,37.782161757901875
214,060014071012,5368.419757951698,-122.21217899992948,37.78459145705022
215,060014071021,5511.493742806596,-122.20800945168112,37.78366108280849
216,060014071022,2322.6718080284045,-122.21170425555998,37.77924590599629
217,060014071023,3712.1606366952533,-122.21302461283513,37.78051291519896
218,060014071024,2914.8526744172927,-122.21034336786516,37.77771445351218
219,060014072001,7241.59479314586,-122.21535801625112,37.77480319144624
220,060014072002,7607.657694481779,-122.21798892372443,37.77724344208585
221,060014072003,2970.8756540692316,-122.22075583011019,37.78105245969177
222,060014072004,10883.157938051745,-122.22253622143234,37.77842101817442
223,060014073001,5886.146659539507,-122.20562227548612,37.76353032443029
224,060014073002,3482.7189499276483,-122.21460536815778,37.76290244052906
225,060014074001,8599.361301644738,-122.20346592486585,37.77012422400348
226,060014074002,4929.850944292441,-122.20769805378661,37.77109771178635
227,060014074003,5625.009346417768,-122.21157474162803,37.77263844209638
228,060014075001,5671.830488979699,-122.19381683759713,37.770627279170014
229,060014075002,13715.56682674998,-122.19928033912406,37.7678531356007
230,060014075003,4555.92911138474,-122.19791071825598,37.771292329885114
231,060014076001,1912.6903001703763,-122.19997991320511,37.78157358446961
232,060014076002,3820.11891700227,-122.20306736424506,37.779439373864115
233,060014076003,5189.236159915284,-122.20065276025562,37.77458388528216
234,060014076004,6318.386678399646,-122.20530047182736,37.77484106448499
235,060014076005,2228.83045366854,-122.20801004257314,37.77654957696844
236,060014077001,2050.1334443264427,-122.1901027876397,37.7743868868072
237,060014077002,2247.758509095634,-122.195736557955,37.775476764314284
238,060014077003,-150.02556792952606,-122.19648641636873,37.779110463867084
239,060014077004,866.9054675133771,-122.19194771177169,37.77810380276567
240,060014078001,3301.021773051664,-122.1822154157535,37.78089374723525
241,060014078002,888.8871425856221,-122.19046410724872,37.78226807624682
242,060014078003,1202.5427669593328,-122.19637739878718,37.78391334813385
243,060014079001,-704.5959783477109,-122.18155023274886,37.789930760900305
244,060014079002,752.7623559550439,-122.18467520852091,37.786678361797684
245,060014079003,-292.16920892008477,-122.18998433327361,37.7873600240974
246,060014080001,-1325.0530677209063,-122.18496376691061,37.807032082946016
247,060014080002,-850.8720128147471,-122.18211734843784,37.801465134759475
248,060014081001,-2722.2603531854897,-122.15747672761731,37.79214221823418
249,060014081002,2504.1183489240498,-122.16629842181031,37.783300660577105
250,060014081003,23.829997784859053,-122.13635849257452,37.77487102155235
251,060014081004,759.7718997216742,-122.14905676129291,37.77970479735692
252,060014082001,938.0045330565373,-122.17642392703368,37.77751640339137
253,060014082002,5757.84202151452,-122.17318614976031,37.7727036707466
254,060014082003,3335.0059331939283,-122.17907880325718,37.77499515727199
255,060014083001,1334.4309372708167,-122.16949083951046,37.777177235070155
256,060014083002,529.754328920822,-122.16082038016738,37.77216195184145
257,060014083003,606.9911731160909,-122.16366210249647,37.769678721997884
258,060014083004,6209.241602203567,-122.1645767591668,37.7655469633725
259,060014083005,687.346436206591,-122.16847000532316,37.768955434254245
260,060014084001,7186.290904246282,-122.1732323323823,37.766588449041
261,060014084002,3509.2909003557734,-122.17132062229733,37.76468840517615
262,060014084003,2374.9819385308915,-122.16887840621538,37.76290073865512
263,060014085001,4080.016675267011,-122.17803783287673,37.76341326870345
264,060014085002,7467.341961798236,-122.17477259657885,37.76070252788165
265,060014085003,2460.1153336867774,-122.17880551803415,37.75749687050873
266,060014085004,2465.486904840165,-122.18074545748897,37.758915480965165
267,060014085005,7934.274040638627,-122.18283216729613,37.76042664765756
268,060014086001,9422.648322052708,-122.178546072512,37.76862179396841
269,060014086002,8820.383661675174,-122.18492113548598,37.766033506907156
270,060014086003,7962.181252190196,-122.18458837743505,37.763195783485685
271,060014086004,4244.141236568789,-122.18866057707426,37.761413083795404
272,060014087001,1543.1635972162433,-122.18465969062888,37.77331540706956
273,060014087002,8315.890599417104,-122.18491135495361,37.768945373202264
274,060014087003,5000.9816950478025,-122.19124701610907,37.764610298666476
275,060014087004,6187.088671488953,-122.19607779057759,37.76538976918773
276,060014087005,3908.653410194221,-122.19246192451446,37.76757175761789
277,060014087006,3499.4969199867924,-122.18861857309295,37.76988437302105
278,060014088001,7191.6730920842065,-122.19107813690707,37.75837888884597
279,060014088002,11732.445036037494,-122.19719920104674,37.75527954459837
280,060014088003,5143.819363005293,-122.1948316758208,37.75988725603444
281,060014088004,10681.318513009754,-122.20020205131105,37.761213071795936
282,060014089001,7367.91423504062,-122.1885107996151,37.75307979351673
283,060014089002,6494.836737362165,-122.18918780098709,37.755731762784116
284,060014090001,7753.289180658423,-122.1903078021261,37.740212596353786
285,060014090002,-0.0,-122.2090230043011,37.74489746040342
286,060014090003,6690.710571730229,-122.19442913670812,37.731131429525824
287,060014090004,-0.0,-122.22103036799655,37.718505308707336
288,060014091001,4715.134904429742,-122.18284681423809,37.73229455475851
289,060014091002,3887.4426892223582,-122.18450377866955,37.73242832633172
290,060014092001,6804.870813805963,-122.17617954260636,37.728823790878636
291,060014092002,6326.319285603132,-122.180625956864,37.72952619666644
292,060014093001,8236.343052535305,-122.17114251425494,37.74148841225956
293,060014093002,5519.704727546245,-122.1692520732666,37.73749781815142
294,060014093003,4025.2734283924374,-122.1761295898216,37.73812368499125
295,060014093004,4903.776934508902,-122.17357421246487,37.73359183336226
296,060014094001,2126.299857172505,-122.17324391792947,37.74502816843056
297,060014094002,11400.461159592358,-122.18221794366109,37.74386990388974
298,060014094003,8391.802968251326,-122.17615972970172,37.74796952119357
299,060014095001,8253.82673814379,-122.18672876669291,37.74950555009671
300,060014095002,5835.917354200487,-122.18014781440081,37.75289190437262
301,060014095003,5958.04867281516,-122.17829821166664,37.750388311700995
302,060014096001,7796.420350907472,-122.17285965406413,37.75678796140742
303,060014096002,2096.6693135546748,-122.17051410058689,37.75361601670761
304,060014096003,3911.5099152364382,-122.1695048834298,37.75037054697426
305,060014096004,2138.947614145512,-122.17296806610808,37.750349067778295
306,060014096005,7934.2352947101135,-122.17581370657548,37.75460338153645
307,060014097001,4602.125234581035,-122.16511175067673,37.75930472820844
308,060014097002,5995.649355018889,-122.1643043524666,37.752661279396435
309,060014097003,5106.984585475059,-122.16570791072482,37.755187180511456
310,060014097004,5407.642324766325,-122.16912129972292,37.75815794303811
311,060014098001,324.5293391193491,-122.15520644990325,37.76414679515738
312,060014098002,4809.65009717462,-122.15834768181647,37.75720868062581
313,060014098003,2482.1067275672804,-122.1526011932181,37.75827119001756
314,060014099001,260.08716602274814,-122.14515124817251,37.767362506017754
315,060014099002,1414.7778527658647,-122.14551157384685,37.75842626393337
316,060014099003,1042.5507288616814,-122.13181983363472,37.762072660367444
317,060014099004,1104.745601066247,-122.12109927864456,37.75183840472793
318,060014100001,-618.732658974952,-122.1253771301903,37.737491362441155
319,060014100002,1633.5825659642378,-122.13435678909998,37.74559524635842
320,060014100003,-49.444726549844965,-122.14124466674497,37.7525978067322
321,060014101001,2470.1170292024544,-122.156125138201,37.75058479280359
322,060014101002,4477.504341296984,-122.15168015820386,37.74591036430092
323,060014102001,4976.398096108939,-122.16016928284672,37.748821805278524
324,060014102002,3810.550642186607,-122.15609325671154,37.74373321884225
325,060014102003,3731.9884416735486,-122.1532595961977,37.74099275734632
326,060014103001,3679.496053485545,-122.16378015309051,37.74832220760232
327,060014103002,4942.189708895688,-122.1652402852665,37.74634890459608
328,060014103003,6954.857776482271,-122.16914775349044,37.7456237522135
329,060014104001,3689.703506118106,-122.16044111968279,37.74304090755905
330,060014104002,3366.3992742781406,-122.15894817490363,37.73981427728674
331,060014104003,5619.779579301746,-122.16458595850989,37.74040918979412
332,060014105001,11820.20045213592,-122.28897015318165,37.81002099487887
333,060014201001,-484.03103391363237,-122.29291299022827,37.89555673798986
334,060014201002,-1819.936419011482,-122.28852116365381,37.895480492229936
335,060014201003,-927.0717027055085,-122.28996148874496,37.89233308961023
336,060014202001,1428.9381618581415,-122.29849805600148,37.89708101707446
337,060014202002,-323.1511268776673,-122.29562310913342,37.8932236313383
338,060014202003,-107.43733546643948,-122.29845625534412,37.89283593356393
339,060014203001,2335.5057225281,-122.30105220656174,37.8913117276803
340,060014203002,3520.13091461518,-122.30490753084206,37.894918910779154
341,060014203003,-933.4067632025133,-122.31718614540331,37.89226435331455
342,060014204001,6689.140496010684,-122.31766374514744,37.88477247866632
343,060014205001,-162.31327337775352,-122.29583351531859,37.88876813916894
344,060014205002,-781.5291621699704,-122.2943821689816,37.88510668444229
345,060014206001,-3225.2571274166694,-122.28467136521338,37.886128407134805
346,060014206002,-2016.069884817812,-122.28718440073102,37.88764617567758
347,060014206003,-940.6172680133795,-122.29067429520389,37.887874310374436
348,060014211001,-1715.5773505138834,-122.26446569595016,37.901030759268984
349,060014211002,-3425.4005234004167,-122.26745681874432,37.8982951486736
350,060014212001,-1431.9879704217183,-122.27221522479852,37.901741071198856
351,060014212002,-3357.7052528888594,-122.27296631786139,37.89321735969393
352,060014212003,-1254.7229000717134,-122.277503054004,37.89706567180674
353,060014212004,-1920.84821644912,-122.27717037268552,37.90057166363051
354,060014213001,-3195.3233298507075,-122.281828257726,37.89574528788294
355,060014213002,-2416.187008438837,-122.28427819280513,37.893276323618075
356,060014213003,-2026.637508573345,-122.27865574515884,37.88602285414649
357,060014213004,-2045.7132777609982,-122.28041099323991,37.887691142982355
358,060014214001,-1810.0657533946692,-122.26901909120016,37.88918990964332
359,060014214002,-1486.1648290469734,-122.27328954345006,37.88730866186466
360,060014215001,-2634.447524574286,-122.25620038978265,37.89438728889666
361,060014215002,-2468.957754297305,-122.26224283530301,37.89213526499095
362,060014215003,-3310.422188942292,-122.2613280071549,37.887709168696794
363,060014216001,-1611.702639344613,-122.25011433183005,37.88584087441124
364,060014216002,-2869.942549307963,-122.25529821076086,37.883724859878875
365,060014216003,-865.4938183514255,-122.26421552360105,37.8834900599038
366,060014216004,-1399.7517210993678,-122.26159467905676,37.88071278517078
367,060014217001,-2800.5485286547882,-122.27041485915707,37.8837520978406
368,060014217002,-512.9836293008598,-122.27008272703132,37.8810157533387
369,060014217003,997.7993897320921,-122.26987130774019,37.879208515446656
370,060014218001,-1926.85501487435,-122.27625325894968,37.88122505157395
371,060014218002,-1980.8793051184953,-122.28036035609286,37.87926697957389
372,060014219001,-1613.9593946392808,-122.28704926104099,37.88055220296005
373,060014219002,-532.1405574941961,-122.2867061476582,37.87759825433419
374,060014219003,-99.08174117079102,-122.2919027693206,37.87882105145476
375,060014219004,-511.8830934992741,-122.29360758842007,37.88125667009481
376,060014220001,-1619.225967729642,-122.31137922840878,37.86277476716696
377,060014220002,599.7955048558662,-122.30217468536586,37.876023850691965
378,060014221001,-47.471582741542946,-122.2975486492647,37.876387542043794
379,060014221002,996.5331350610427,-122.29597870751327,37.87156737120975
380,060014222001,-723.0753251384883,-122.28728524427123,37.874536154451135
381,060014222002,-361.69877098308854,-122.2852295453983,37.87131829374087
382,060014222003,38.24473147009275,-122.29065260300274,37.871626728632876
383,060014223001,163.71983565880757,-122.27815197315732,37.87632850322002
384,060014223002,88.9595089486023,-122.27795495794179,37.87406708718465
385,060014223003,865.0461239895039,-122.27766246771554,37.87182500894641
386,060014224001,3147.394236221406,-122.26730157138178,37.87568677874907
387,060014224002,1721.1542219308208,-122.27092785123853,37.873162023585934
388,060014224003,-296.15342481396954,-122.27128908014986,37.87629588174031
389,060014225001,-991.5289081491406,-122.2608303841717,37.87867183648117
390,060014225002,2923.0438090271755,-122.2566865385106,37.87727635188934
391,060014225003,3899.181223190213,-122.26218725023004,37.876225637237965
392,060014226001,-728.309261263824,-122.25463997059263,37.873777324912325
393,060014227001,1220.1135151651179,-122.24732234797254,37.868278548307224
394,060014227002,3800.270032107721,-122.25039623008838,37.86713877322105
395,060014227003,11022.891538288553,-122.2528647576825,37.867810569873434
396,060014228001,24366.325432327154,-122.25692185313191,37.86703762947988
397,060014228002,10266.2036944652,-122.26007939718592,37.86723986444565
398,060014228003,9337.022981017468,-122.26339455223892,37.866348317972424
399,060014229001,7367.092033388219,-122.2678764059241,37.86574768767275
400,060014229002,9584.169145509692,-122.26983035046385,37.868779629843075
401,060014230001,1303.280080428566,-122.27747757343373,37.86955091637967
402,060014230002,-816.8704595976075,-122.27472030768632,37.86579298359919
403,060014230003,-1360.583984591057,-122.2792287201877,37.86517883331962
404,060014231001,2056.727810460498,-122.28676169900845,37.868340033838315
405,060014231002,-326.34349883929264,-122.28657588477017,37.866062926996314
406,060014231003,677.7831113387243,-122.28601790547762,37.86434743666143
407,060014231004,-716.6638652908053,-122.28564548285522,37.8625577443627
408,060014232001,2717.1104196930205,-122.29412008276603,37.86643551670808
409,060014232002,3921.7461293208653,-122.29325459314336,37.86250215336387
410,060014233001,1375.388362010838,-122.28502591520521,37.86036553924564
411,060014233002,2744.4235273064946,-122.2828431781717,37.85705281828827
412,060014233003,-749.6341957186877,-122.28484116658376,37.85496071407346
413,060014234001,405.3156004169258,-122.27647130806889,37.861915795132695
414,060014234002,281.23471798844406,-122.27617667129026,37.8601429854785
415,060014234003,419.00822302784604,-122.27586355775371,37.857728243114295
416,060014234004,2179.661956256515,-122.27528039132334,37.85509527791806
417,060014235001,1710.3102283102203,-122.26843156783336,37.86200114146143
418,060014235002,1009.7206190283384,-122.26793743127509,37.85886119760656
419,060014235003,1086.5382632966146,-122.26768356287816,37.8562750300109
420,060014236011,-1561.5350070466989,-122.25806124667244,37.859925294775906
421,060014236012,-1408.471488560834,-122.25960686436768,37.857551339814805
422,060014236021,4895.909737967512,-122.26182446665895,37.863804864476066
423,060014236022,9076.303004842284,-122.25614505875406,37.86444973153832
424,060014236023,4731.904692482092,-122.25921324428884,37.862242693886394
425,060014237001,610.3352192227546,-122.24795725613866,37.86365576799635
426,060014237002,-1385.312429546921,-122.24894552947154,37.85956678385013
427,060014237003,3140.5834198286034,-122.2525940128649,37.86363353579086
